source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,source_n_cells,target_n_cells,min_source_target_n_cells
Macrophages FOLR2,Macrophages proliferating,HLA-DRB1,CD4,1.9187207,0.0,2.5211277,2.7733054,2.629301,0.015555199,0.9679651,0.0024673256102835,0.000146531810936,6473,127,127
Neutrophils,Tc effector,HLA-B,CD3D,1.9166601,0.004,3.4471188,0.9226178,0.66028166,0.002738637,0.972476,0.597833380227244,0.0001477825117408,5,13119,5
Plasma cell,Treg,HLA-B,CD3D,1.915803,0.0,3.38647,0.9068606,1.0337603,0.002690453,0.97223747,0.1249450283656566,0.0001484098498053,21820,449,449
Th naive,T cells proliferating,HLA-B,CD3D,1.9148613,0.0,3.6496391,1.009485,0.69895536,0.0028995334,0.9732298,0.0984892745916618,0.0001509324526076,1182,40,40
T cells proliferating,Monocytes inflammatory,ICAM2,ITGAM_ITGB2,0.06931472,0.364,0.00480453,0.3499781,-0.009620514,0.0017455679,0.56879115,1.0,0.000155066807919,40,50,40
T cells proliferating,Monocytes inflammatory,LTA,RIPK1,0.06931472,0.011,0.00480453,0.38676795,0.07876983,0.004109641,0.56879115,0.8730937134491601,0.000155066807919,40,50,40
T cells proliferating,T cells proliferating,APOA1,LDLR,0.06931472,0.842,0.00480453,-0.107665494,-1.4843087,0.00052245695,0.56879115,1.0,0.000155066807919,40,40,40
Colonocytes DUOX2,Tc naive,HLA-B,CD3D,1.9115031,0.0,3.1399283,0.8542704,0.84801036,0.0024945827,0.9711989,0.1561127654550917,0.0001566858183111,4757,406,406
TA cells,Macrophages FOLR2,APP,CD74,2.1539967,0.0,2.1780238,1.4811778,2.1177742,0.0073066885,0.9656177,0.039502323917205,0.0001579789171737,5824,6473,5824
Colonocytes DUOX2,NK cells,HLA-B,CD3D,1.9087534,0.0,3.1254742,0.8503271,0.9776402,0.0024830995,0.9711343,0.1583762024063216,0.00016123484674,4757,163,163
Tc effector,Tc effector,HLA-B,CD3D,1.9070079,0.0,3.4193058,0.9137787,0.7512187,0.00271654,0.9723674,0.1214790489267858,0.0001645238917325,13119,13119,13119
Macrophages FOLR2,Macrophages IFN-activated,HLA-DRA,CD4,2.1916683,0.0,2.1620734,2.223824,2.5043592,0.009429944,0.9654955,0.0073599121372836,0.0001645238917325,6473,818,818
Macrophages proliferating,B cell naive,HMGB1,CXCR4,1.9048443,0.0,3.4403746,1.5364163,1.7402229,0.0046185157,0.9724498,0.039502323917205,0.0001698552366254,127,3019,127
Tc,Tc effector,HLA-B,CD3D,1.9044838,0.0,3.4120324,0.9114344,0.74679565,0.0027107615,0.97233874,0.1222731830375844,0.0001705276144088,6712,13119,6712
Th17,Th effector,HLA-B,CD3D,1.90418,0.0,3.26314,0.8752128,0.65076184,0.0025924707,0.9717324,0.1394556565592301,0.0001725526934358,3171,1258,1258
Th memory,Tc effector,HLA-B,CD3D,1.9031055,0.0,3.4080608,0.91018903,0.76992726,0.0027076062,0.9723231,0.1227676996909162,0.0001759543093553,8461,13119,8461
Macrophages FOLR2,Tc effector,HLA-B,CD3D,1.9022088,0.0,3.4054768,0.90934473,1.056211,0.0027055533,0.97231287,0.1230914579997042,0.0001786994362207,6473,13119,6473
Macrophages IFN-activated,Macrophages FOLR2,HLA-DRA,CD4,2.0883994,0.0,2.128658,2.1852274,2.17518,0.009284203,0.9652351,0.0080983223324429,0.0001800799438568,818,6473,818
Macrophages proliferating,Macrophages FOLR2,HLA-DRB1,CD4,2.0874047,0.0,2.127476,2.5768108,2.6373498,0.013126393,0.9652258,0.003314676910892,0.0001807721836452,127,6473,127
Plasma cell cycling,Monocytes inflammatory,RPS19,C5AR1,2.054912,0.0,2.1261015,2.3290048,1.0648491,0.0061410847,0.96521497,0.039502323917205,0.0001814657473831,72,50,50
cDC2,Macrophages FOLR2,HLA-DRA,CD4,2.0835414,0.0,2.122885,2.181353,2.095764,0.009259024,0.9651895,0.0081874545260991,0.0001835543820638,203,6473,203
Th effector,Th effector,HLA-B,CD3D,1.8975881,0.0,3.2459762,0.8691623,0.61599004,0.0025788348,0.97165984,0.141591990598818,0.0001870619167068,1258,1258,1258
Monocytes,Treg,HLA-B,CD3D,1.8975492,0.0,3.3359785,0.8900737,0.85170764,0.0026503392,0.972034,0.1307586141381244,0.0001877673949545,767,449,449
Goblet cells,Macrophages proliferating,APP,CD74,2.33109,0.0,2.108294,1.5630646,2.1750433,0.007072763,0.96507347,0.039502323917205,0.0001891823225849,9555,127,127
Th17,Th memory,HLA-B,CD3D,1.8935329,0.0,3.2097661,0.8599951,0.6781637,0.0025500667,0.971505,0.1465028510297511,0.0001913146415227,3171,8461,3171
Stem cells,Tc naive,HLA-B,CD3D,1.8928626,0.0,3.0953915,0.83716077,0.8915958,0.0024591996,0.97099847,0.162926828941214,0.0001927428055408,2790,406,406
Stem cells,NK cells,HLA-B,CD3D,1.8901129,0.0,3.0811424,0.83321744,1.0212257,0.0024478792,0.97093344,0.1651628005470497,0.0001956150160913,2790,163,163
Macrophages proliferating,Macrophages proliferating,TNFSF13B,HLA-DPB1,1.9499756,0.0,2.0805047,2.5771976,2.4751697,0.010215965,0.9648492,0.0033098955992964,0.0001970590622554,127,127,127
Th17,Tc,HLA-B,CD3D,1.88903,0.0,3.1871936,0.8534843,0.6596592,0.0025321336,0.9714071,0.1495615842916914,0.0001992350570946,3171,6712,3171
Neutrophils,Treg,HLA-B,CD3D,1.8877952,0.006,3.3089979,0.8811214,0.5290775,0.0026289038,0.9719234,0.6891234935372881,0.0002006923371144,5,449,5
Th naive,Th17,HLA-B,CD3D,1.8875865,0.0,3.5380602,0.9703597,0.6748867,0.002810887,0.97282237,0.1089766967677394,0.0002014229620933,1182,3171,1182
Macrophages proliferating,Macrophages FOLR2,HLA-DPA1,CD4,2.0314002,0.0,2.060925,2.673203,2.5944881,0.0136075225,0.9646885,0.0027827218165823,0.0002036227766297,127,6473,127
ILC3,Tc effector,HLA-B,CD3D,1.8870428,0.0,3.3617752,0.89543486,0.81000304,0.0026708336,0.9721385,0.1277020615273429,0.0002043586945984,23,13119,23
Th effector,Th memory,HLA-B,CD3D,1.886941,0.0,3.192883,0.85394454,0.6433919,0.0025366538,0.9714319,0.1487311678193357,0.000205095935757,1258,8461,1258
Paneth cells,Neutrophils,RPS19,C5AR1,1.9316533,0.0,2.051558,2.2989824,0.90273607,0.0059257713,0.9646108,0.039502323917205,0.0002058345000825,5623,5,5
T cells proliferating,Th effector,HLA-B,CD3D,1.8841045,0.0,3.210868,0.8567904,0.699031,0.0025509421,0.97150975,0.1463990168299024,0.0002080581318302,40,1258,40
B cell memory,Tc effector,HLA-B,CD3D,1.8828974,0.0,3.34983,0.8916152,0.71806705,0.0026613434,0.97209024,0.1289873927772795,0.0002110414971004,5004,13119,5004
Monocytes,Macrophages proliferating,TNFSF13B,HLA-DPB1,1.9438019,0.0,2.0402255,2.5563686,2.4333358,0.010018181,0.9645161,0.0034645809683548,0.0002110414971004,767,127,127
Th effector,Tc,HLA-B,CD3D,1.8824382,0.0,3.1704292,0.8474338,0.6248874,0.002518815,0.9713338,0.1519313442273809,0.0002132929124524,1258,6712,1258
Macrophages IFN-activated,Macrophages IFN-activated,HLA-DRA,CD4,2.0745444,0.0,2.029384,2.1304107,2.1237779,0.008851215,0.96442485,0.0093575200812528,0.0002148004706272,818,818,818
Macrophages proliferating,Macrophages IFN-activated,HLA-DRB1,CD4,2.0735497,0.0,2.028257,2.521994,2.585948,0.012514218,0.9644153,0.0037182870922169,0.0002163133202726,127,818,127
Tfh,T cells proliferating,HLA-B,CD3D,1.8798547,0.0,3.5247166,0.9773527,0.6406893,0.002800286,0.97277236,0.1104538376971859,0.0002170717293393,1216,40,40
cDC2,Macrophages IFN-activated,HLA-DRA,CD4,2.0696864,0.0,2.0238802,2.1265366,2.044362,0.00882721,0.96437824,0.009485102546488,0.0002170717293393,203,818,203
Tc effector,Treg,HLA-B,CD3D,1.8781431,0.0,3.2822993,0.8722823,0.6200145,0.0026076923,0.97181267,0.1369701489782479,0.000221649961704,13119,449,449
Tc naive,T cells proliferating,HLA-B,CD3D,1.8781179,0.0,3.518519,0.97575825,0.5891854,0.0027953621,0.97274905,0.1109870178011456,0.0002224176298774,406,40,40
Macrophages proliferating,Plasma cell cycling,C1QB,C1QBP,1.9200544,0.0,2.0112033,2.3582397,2.3440754,0.009701878,0.9642701,0.0052556296285937,0.0002239569341136,127,72,72
Stem cells,B cell germinal center,HMGB1,CXCR4,1.8771222,0.0,2.5951378,1.3953712,1.8343419,0.0034838316,0.96841073,0.0529826923754593,0.0002255015287155,2790,1063,1063
Goblet cells,cDC migratory,TFF3,CXCR4,2.6336706,0.0,2.0044444,1.3440957,2.2844539,0.005751488,0.9642121,0.039502323917205,0.0002278283396514,9555,14,14
Colonocytes DUOX2,Th naive,HLA-B,CD3D,1.8763608,0.0,2.955194,0.80388486,0.84450144,0.0023478165,0.97033864,0.187806930217082,0.00022860658828,4757,1182,1182
Colonocytes DUOX2,B cell memory,TFF3,CXCR4,1.8759427,0.0,3.4747808,1.4142903,1.2908319,0.009970423,0.97258276,0.0160115997244805,0.0002301670528742,4757,5004,4757
Tc,Treg,HLA-B,CD3D,1.8756189,0.0,3.2753172,0.869938,0.61559147,0.0026021453,0.97178346,0.1379934286045178,0.0002309492687938,6712,449,449
Plasma cell,Th effector,HLA-B,CD3D,1.875222,0.0,3.1877398,0.84867156,0.9419768,0.0025325674,0.9714095,0.1494561282415253,0.0002325176677626,21820,1258,1258
Th memory,Treg,HLA-B,CD3D,1.8742406,0.0,3.2715046,0.86869264,0.6387231,0.0025991166,0.9717675,0.1384131885758637,0.0002348801836951,8461,449,449
cDC2,T cells proliferating,HLA-B,CD3D,1.8741127,0.0,3.5042262,0.9720843,0.9197951,0.002784007,0.97269505,0.1122669634020375,0.000235670333575,203,40,40
T cells proliferating,Th memory,HLA-B,CD3D,1.8734573,0.0,3.158349,0.8415727,0.72643286,0.0025092177,0.97128063,0.1535626153419935,0.000236461805701,40,8461,40
Macrophages FOLR2,Treg,HLA-B,CD3D,1.873344,0.0,3.2690244,0.86784834,0.9250068,0.002597146,0.9717571,0.1387120205034259,0.0002372546000501,6473,449,449
Colonocytes DUOX2,Tfh,HLA-B,CD3D,1.8727577,0.0,2.9362528,0.79871243,0.8265623,0.0023327684,0.97024596,0.1913492038862501,0.0002380487165994,4757,1216,1216
T cells proliferating,Tc,HLA-B,CD3D,1.8689544,0.0,3.1361382,0.8350619,0.70792836,0.0024915717,0.971182,0.1566338629511185,0.0002428411808084,40,6712,40
Macrophages proliferating,Macrophages IFN-activated,HLA-DPA1,CD4,2.0175455,0.0,1.9648097,2.6183863,2.543086,0.012972909,0.96386594,0.0031121479328667,0.0002468712572657,127,818,127
Th effector,Monocytes,RPS19,C5AR1,1.8669103,0.0,2.0933518,2.3872147,0.70584977,0.0060464903,0.9649534,0.039502323917205,0.000247681238421,1258,767,767
Macrophages IFN-activated,Tc effector,HLA-B,CD3D,1.8656745,0.0,3.3002014,0.8758247,1.1436033,0.0026219152,0.97188705,0.1349623749765459,0.0002493051664111,818,13119,818
Plasma cell,Th memory,HLA-B,CD3D,1.8645748,0.0,3.1355994,0.8334538,0.96937865,0.0024911433,0.9711796,0.1566702672071925,0.0002501191131999,21820,8461,8461
Paneth cells,Monocytes inflammatory,RPS19,C5AR1,1.9173284,0.0,1.9590855,2.204167,0.80377525,0.0056586713,0.9638151,0.039502323917205,0.0002517509722499,5623,50,50
Neutrophils,Th effector,S100A8,CD69,1.8607446,0.0,3.4620452,7.003677,2.5648746,0.05467636,0.97253376,3.4484151069823382e-06,0.0002558537507236,5,1258,5
Goblet cells,Macrophages IFN-activated,TFF3,CXCR4,2.6279352,0.0,1.948762,1.335444,2.3264668,0.0055917148,0.9637228,0.0387293286954558,0.000257504113969,9555,818,818
B cell naive,Macrophages proliferating,HLA-DRA,CD4,1.8604097,0.0,2.4229882,2.3942075,1.4510238,0.010567931,0.9673438,0.0111332653247306,0.0002583312780402,3019,127,127
Macrophages proliferating,Macrophages FOLR2,HLA-DPB1,CD4,1.9281733,0.0,1.9382584,2.7123141,2.5287018,0.013025265,0.96362823,0.0026354888661322,0.0002608206997716,127,6473,127
Plasma cell,Tc,HLA-B,CD3D,1.8600719,0.0,3.1135483,0.82694304,0.95087415,0.0024736247,0.97108066,0.1602687813373387,0.0002608206997716,21820,6712,6712
Macrophages immature,Macrophages FOLR2,HLA-DRA,CD4,1.9256389,0.0,1.9352468,2.0553916,1.9650211,0.008440634,0.963601,0.0116049576426289,0.0002624869219605,551,6473,551
Stem cells,ILC3,HMGB1,CXCR4,1.8585892,0.0,2.4898446,1.3674145,1.8402973,0.0033424813,0.967771,0.0614623029696239,0.0002666756030444,2790,23,23
ILC3,Treg,HLA-B,CD3D,1.8581779,0.0,3.2270737,0.85393846,0.67879885,0.0025638174,0.9715793,0.1442312207164234,0.0002683603252393,23,449,23
Stem cells,Th naive,HLA-B,CD3D,1.8577203,0.0,2.9132774,0.78677523,0.88808686,0.0023145152,0.97013235,0.1957862674988781,0.0002700503327358,2790,1182,1182
T cells proliferating,Monocytes,RPS19,C5AR1,1.8571371,0.0,2.079922,2.3783488,0.81293094,0.0060076984,0.9648444,0.039502323917205,0.0002717456253499,40,767,40
Monocytes,Th effector,HLA-B,CD3D,1.8569682,0.0,3.140211,0.8318847,0.75992405,0.0024948074,0.97120017,0.1560764584018907,0.0002725952535185,767,1258,767
TA cells,cDC2,APP,CD74,1.9373735,0.0,1.9245645,1.3093286,1.7126808,0.0064564003,0.9635038,0.039502323917205,0.0002734462028974,5824,203,203
Plasma cell cycling,Th effector,LGALS1,CD69,1.8558209,0.0,3.443544,2.0428689,2.096117,0.011616434,0.9724621,0.0089703540111518,0.0002760069780658,72,1258,72
cDC2,Macrophages proliferating,HLA-DRB1,CD4,1.8556027,0.0,2.4148974,2.7100735,2.3030658,0.014899767,0.96729094,0.0026526056860364,0.0002794398405052,203,127,127
Goblet cells,T cells proliferating,TFF3,CXCR4,2.6246293,0.0,1.9166634,1.3304567,2.4046414,0.005499612,0.9634314,0.0283194460421501,0.000280301358738,9555,40,40
Stem cells,Tfh,HLA-B,CD3D,1.8541172,0.0,2.894605,0.7816028,0.8701477,0.0022996806,0.97003907,0.1991934259183614,0.000281164197974,2790,1216,1216
B cell memory,Treg,HLA-B,CD3D,1.8540325,0.0,3.2156072,0.8501188,0.58686286,0.0025547075,0.97153014,0.1457771702365076,0.0002828938393634,5004,449,449
NK cells,Tc effector,HLA-B,CD3D,1.853375,0.0,3.26476,0.8645342,0.7231381,0.0025937578,0.9717392,0.1392778007367256,0.0002846287644892,163,13119,163
Macrophages proliferating,Colonocytes,C1QB,C1QBP,1.9043827,0.0,1.9104519,2.3341546,2.3420122,0.009215861,0.96337414,0.0055166177342393,0.0002854982083957,127,12656,127
Macrophages FOLR2,Macrophages proliferating,HLA-DPB1,CD4,1.8529544,0.0,2.4104404,2.9726353,2.641619,0.01619837,0.9672617,0.0019770998480104,0.0002863689731673,6473,127,127
Tfh,Th17,HLA-B,CD3D,1.8525798,0.0,3.416957,0.93822736,0.61662066,0.002714674,0.97235817,0.1217098521557072,0.0002872410587809,1216,3171,1216
Tc naive,Th17,HLA-B,CD3D,1.8508431,0.0,3.4109488,0.93663293,0.56511676,0.0027099007,0.9723345,0.122424406719778,0.0002916212986737,406,3171,406
Th17,Tc naive,HLA-B,CD3D,1.8505507,0.0,2.994298,0.7983202,0.52820367,0.0023788835,0.97052723,0.1805999799517199,0.0002933826397195,3171,406,406
TA cells,Macrophages IFN-activated,APP,CD74,1.914248,0.0,1.8975066,1.2909863,1.7683041,0.006365628,0.96325403,0.039502323917205,0.0002942652912406,5824,818,818
Goblet cells,Macrophages FOLR2,APP,CD74,2.115207,0.0,1.8891971,1.3917725,2.0548956,0.0063377516,0.96317625,0.039502323917205,0.0003004808283762,9555,6473,6473
Stem cells,Macrophages proliferating,COPA,CD74,2.3042681,0.0,1.8854188,1.5982487,2.1421385,0.006027063,0.9631408,0.039502323917205,0.0003022685807381,2790,127,127
Th17,NK cells,HLA-B,CD3D,1.847801,0.0,2.980514,0.79437685,0.6578335,0.0023679328,0.9704612,0.1829333791916772,0.0003058599304102,3171,163,163
Neutrophils,Th effector,HLA-B,CD3D,1.8472141,0.007,3.1148138,0.82293236,0.4372939,0.00247463,0.9710864,0.8232849478422575,0.0003085673062689,5,1258,5
cDC2,Th17,HLA-B,CD3D,1.8468379,0.0,3.397093,0.93295896,0.89572644,0.0026988927,0.97227967,0.1240054618507245,0.0003094724054523,203,3171,203
T cells proliferating,Macrophages LYVE1,APOA1,LDLR,0.070758775,0.849,0.005004719,-0.10255139,-1.4815805,0.00054422603,0.5737902,1.0,0.0003101282722538,40,48,40
Monocytes,Th memory,HLA-B,CD3D,1.846321,0.0,3.088848,0.81666696,0.7873259,0.002454001,0.97096866,0.164067082151436,0.0003121956243718,767,8461,767
Th effector,Tc naive,HLA-B,CD3D,1.8439586,0.0,2.978548,0.7922697,0.49343187,0.002366371,0.9704517,0.1833290176072814,0.0003185960068837,1258,406,406
Macrophages FOLR2,Macrophages FOLR2,HLA-DPA1,CD4,1.8594977,0.0,1.85665,2.4885268,2.6665275,0.01225877,0.96286684,0.0039598913462764,0.000320436568067,6473,6473,6473
Macrophages proliferating,NK cells,B2M,KLRD1,2.3166728,0.0,1.8533163,1.4307332,1.0349326,0.009311282,0.9628347,0.0206430680244157,0.0003232073095394,127,163,127
Monocytes,Tc,HLA-B,CD3D,1.8418181,0.0,3.067126,0.81015617,0.7688214,0.0024367434,0.970869,0.1676641886465429,0.0003259899300963,767,6712,767
Macrophages proliferating,Macrophages IFN-activated,HLA-DPB1,CD4,1.9143184,0.0,1.8478639,2.6574976,2.4772997,0.012417806,0.96278197,0.0028533718612944,0.000327851609652,127,818,127
Th effector,NK cells,HLA-B,CD3D,1.841209,0.0,2.9648368,0.7883264,0.6230617,0.0023554778,0.9703855,0.185978431365687,0.0003287844291162,1258,163,163
Th effector,Neutrophils,RPS19,C5AR1,1.8411763,0.0,1.9365418,2.2168865,0.7280246,0.005593556,0.96361274,0.039502323917205,0.0003297185683405,1258,5,5
Macrophages immature,Macrophages IFN-activated,HLA-DRA,CD4,1.911784,0.0,1.8449928,2.000575,1.9136192,0.008046988,0.9627541,0.0136530345622727,0.0003325289043442,551,818,551
Tuft cells,Th effector,TFF3,CXCR4,1.8399448,0.0,2.9895613,1.1923254,0.73512626,0.0085781505,0.9705046,0.0284299863785152,0.0003353511173608,288,1258,288
Stem cells,Tfh,HMGB1,CXCR4,1.8389966,0.0,2.3785326,1.3378568,1.7615447,0.0031930509,0.96705,0.0719040959782693,0.0003391325423287,2790,1216,1216
Macrophages proliferating,Monocytes,HLA-DRA,CD4,2.3464155,0.0,1.8342509,2.1322014,2.3602438,0.008000137,0.9626492,0.0093019668892084,0.0003410311719465,127,767,127
Tc effector,Th effector,HLA-B,CD3D,1.837562,0.0,3.089682,0.8140933,0.5282309,0.0024546634,0.9709724,0.1639540439661526,0.0003419824659583,13119,1258,1258
Macrophages IFN-activated,Treg,HLA-B,CD3D,1.8368096,0.0,3.167967,0.8343283,1.0123992,0.002516859,0.971323,0.1524062777329188,0.0003448442645291,818,449,449
Neutrophils,Th memory,HLA-B,CD3D,1.8365669,0.007,3.0638661,0.8077146,0.46469575,0.0024341536,0.970854,0.8232849478422575,0.0003458008361545,5,8461,5
B cell memory,Monocytes,RPS19,C5AR1,1.8357894,0.0,2.050587,2.3589563,0.66442835,0.0059229666,0.9646027,0.039502323917205,0.0003486784670134,5004,767,767
Tc,Th effector,HLA-B,CD3D,1.8350378,0.0,3.0831099,0.811749,0.5238079,0.002449442,0.97094244,0.1649104269125983,0.0003535009036736,6712,1258,1258
Th memory,Th effector,HLA-B,CD3D,1.8336595,0.0,3.079521,0.8105036,0.5469395,0.002446591,0.970926,0.1655166101416887,0.000358356319376,8461,1258,1258
Treg,Tc effector,HLA-B,CD3D,1.8334897,0.0,3.2074592,0.84628356,0.6967542,0.002548234,0.97149503,0.1468956121046263,0.0003603077191443,449,13119,449
Tuft cells,Macrophages proliferating,APP,CD74,2.2955894,0.0,1.813302,1.4812118,2.0943165,0.006083144,0.9624422,0.039502323917205,0.0003612853975408,288,127,127
Macrophages FOLR2,Th effector,HLA-B,CD3D,1.8327628,0.0,3.077186,0.8096593,0.8332232,0.0024447357,0.97091526,0.1660230381202593,0.0003642263465034,6473,1258,1258
Monocytes,Macrophages FOLR2,HLA-DRA,CD4,1.8322877,0.0,1.8243158,1.9809258,1.6445282,0.007956805,0.9625515,0.0146334570186424,0.0003671791656424,767,6473,767
Neutrophils,Tc,HLA-B,CD3D,1.8320642,0.007,3.0423198,0.80120385,0.44619125,0.0024170356,0.97075397,0.8232849478422575,0.0003681660763983,5,6712,5
Macrophages proliferating,Macrophages proliferating,C1QB,C1QBP,1.8873115,0.0,1.8007032,2.307927,2.228312,0.008686442,0.962316,0.0059165213343585,0.0003691543059706,127,127,127
Colonocytes DUOX2,NK cells,B2M,KLRD1,2.2565186,0.0,1.8001162,1.3735194,1.0018687,0.009043998,0.9623101,0.0231379684546743,0.0003701438543362,4757,163,163
T cells proliferating,Neutrophils,RPS19,C5AR1,1.831403,0.0,1.9241178,2.2080207,0.8351058,0.00555767,0.9634997,0.039502323917205,0.0003711347214723,40,5,5
T cells proliferating,Tc naive,HLA-B,CD3D,1.8304751,0.0,2.9463325,0.7798978,0.5764728,0.0023407764,0.9702954,0.1894668761005744,0.0003751113772599,40,406,40
T cells proliferating,NK cells,HLA-B,CD3D,1.8277254,0.0,2.9327695,0.7759545,0.70610267,0.0023300012,0.97022885,0.1920127339947035,0.0003871679296373,40,163,40
Tc effector,Monocytes inflammatory,ICAM2,ITGAM_ITGB2,0.07282431,0.071,0.0052910624,0.36077413,-0.0070478506,0.0019223336,0.580579,1.0,0.0003876570006059,13119,50,50
Tc effector,Th memory,HLA-B,CD3D,1.8269148,0.0,3.0391455,0.7988756,0.55563277,0.0024145136,0.9707391,0.1728435226847134,0.0003891958134146,13119,8461,8461
Th effector,Monocytes inflammatory,RPS19,C5AR1,1.8268514,0.0,1.8492534,2.122071,0.6290638,0.0053414297,0.96279544,0.039502323917205,0.0003902117328142,1258,50,50
NK cells,Treg,HLA-B,CD3D,1.8245101,0.0,3.133946,0.8230378,0.5919339,0.00248983,0.9711722,0.1569374256845959,0.0003942885932829,163,449,163
TA cells,B cell naive,TFF3,CXCR4,1.8244221,0.0,3.2037423,1.296663,1.4128392,0.009192714,0.971479,0.0217457371508998,0.0003953111040024,5824,3019,3019
Macrophages IFN-activated,NK cells,B2M,KLRD1,2.224804,0.0,1.7720679,1.3433518,0.89560246,0.008903081,0.9620243,0.0245088943351061,0.0003953111040024,818,163,163
Tc,Th memory,HLA-B,CD3D,1.8243906,0.0,3.0326805,0.79653126,0.55120975,0.0024093776,0.97070885,0.1739303693342603,0.0003963349329169,6712,8461,6712
Macrophages FOLR2,Macrophages IFN-activated,HLA-DPA1,CD4,1.8456428,0.0,1.7700614,2.43371,2.6151257,0.011687058,0.9620035,0.0044765650511536,0.0003994143285996,6473,818,818
TA cells,B cell naive,HMGB1,CXCR4,1.8231218,0.0,3.1999161,1.4454333,1.5144441,0.0042957133,0.9714624,0.039502323917205,0.0004025055872078,5824,3019,3019
cDC2,Macrophages proliferating,HLA-DPB1,CD4,1.8230543,0.0,2.3601174,2.9382062,2.2687716,0.015860194,0.966926,0.0020443917275661,0.0004035386428421,203,127,127
Th memory,Th memory,HLA-B,CD3D,1.8230124,0.0,3.0291505,0.7952858,0.57434136,0.0024065732,0.9706923,0.1745875652145526,0.0004056087081201,8461,8461,8461
Tc effector,Tc,HLA-B,CD3D,1.822412,0.0,3.0177727,0.7923648,0.53712827,0.0023975337,0.97063875,0.1764376235601988,0.0004097646540687,13119,6712,6712
Macrophages FOLR2,Th memory,HLA-B,CD3D,1.8221157,0.0,3.026854,0.7944416,0.8606251,0.0024047485,0.9706815,0.1749300421809817,0.000411850534371,6473,8461,6473
