source,target,ligand_complex,receptor_complex,lr_means,cellphone_pvals,expr_prod,scaled_weight,lr_logfc,spec_weight,lrscore,specificity_rank,magnitude_rank,source_n_cells,target_n_cells,min_source_target_n_cells
Monocytes,Macrophages immature,ADAM10,AXL,0.2836288,0.0,0.07313974,0.9816989,0.4799464,0.007419904,0.83730716,0.039502323917205,0.4938815065713869,767,551,551
Monocytes,Th naive,CD59,CD2,0.48497522,0.0,0.073141396,0.28914064,0.13263255,0.0006826694,0.8373087,1.0,0.4939047966435284,767,1182,767
Plasma cell,Paneth cells,CALM1,AQP1,0.5579933,1.0,0.15681675,0.17701086,-0.10798605,0.003747721,0.8828479,1.0,0.4939108223109987,21820,5623,5623
Colonocytes DUOX2,Stem cells,GRN,EGFR,0.52441555,0.0,0.16315305,0.9311526,0.584118,0.014322552,0.88488084,0.039502323917205,0.4939108223109987,4757,2790,2790
Macrophages immature,cDC2,CXCL12,CD4,0.2577122,0.0,0.058645234,0.94810426,0.44040442,0.007973124,0.82169807,0.039502323917205,0.4939175617901141,551,203,203
Colonocytes BEST4,Colonocytes DUOX2,LRPAP1,SORL1,0.27045774,0.0,0.07314527,0.32095665,0.18744959,0.0018670706,0.83731234,0.4198229966813028,0.4939280874478559,338,4757,338
Goblet cells,NK cells,PKM,CD44,0.25771078,1.0,0.06634131,-0.1373846,-0.21596962,0.00028767218,0.8305524,1.0,0.4939408531964004,9555,163,163
T cells proliferating,Macrophages proliferating,TNF,TNFRSF21,0.2811769,0.0,0.07315231,1.0389255,0.4167963,0.013121584,0.8373189,0.039502323917205,0.4939513789843796,40,127,40
Monocytes inflammatory,Th memory,COPA,CD74,0.25770807,1.0,0.059870612,-0.2990561,-1.3046908,0.00019138661,0.8232079,1.0,0.4939641453349022,50,8461,50
Macrophages proliferating,Macrophages immature,ARPC5,LDLR,0.7691083,0.0,0.15681282,0.91808987,0.8654599,0.0022529634,0.88284665,0.2104684395858295,0.4939701031598733,127,551,127
Plasma cell cycling,Macrophages IFN-activated,MIF,CD74_CXCR4,0.5243999,0.0,0.25987607,0.27498776,0.09335771,0.0012582928,0.9065521,0.7790461027177554,0.4939701031598733,72,818,72
B cell naive,Monocytes inflammatory,IL16,CD4,0.27366817,0.0,0.07315446,0.6970583,0.39773834,0.0028048246,0.83732086,0.1098388738163567,0.4939746712531114,3019,50,50
Macrophages LYVE1,Goblet cells,IL1B,SIGIRR,0.25770268,0.003,0.06627181,0.33735162,0.11093539,0.0011348143,0.83047867,0.9302708751633344,0.4939874382056307,48,9555,48
Plasma cell cycling,Macrophages FOLR2,SEMA4A,LILRB2,0.27058357,0.0,0.073156826,1.407616,0.51983297,0.016574007,0.83732307,0.039502323917205,0.4939979642540625,72,6473,72
Macrophages immature,Capillary endothelial cells,GRN,TNFRSF1A,0.5243821,0.004,0.2139067,0.59027976,0.6023667,0.0028401979,0.8979738,0.7308120767464028,0.4939997445566196,551,5,5
Macrophages immature,Macrophages LYVE1,HLA-DRB5,CD4,0.6356381,0.0,0.15680231,0.87321883,1.1477379,0.0019927162,0.88284314,0.2901065048765341,0.4939997445566196,551,48,48
TA cells,Enterocytes,MDK,SORL1,0.2747411,0.0,0.052377343,0.15790328,0.09599244,0.0014842786,0.81326675,1.0,0.4940107318085981,5824,17919,5824
Macrophages FOLR2,Tc,MMP9,CD44,0.25769043,0.0,0.05993438,0.5608349,0.3596953,0.00179614,0.8232853,0.373084986189002,0.4940107318085981,6473,6712,6473
Monocytes,Tfh,CD59,CD2,0.48507288,0.0,0.07315749,0.28929752,0.11799112,0.00068281963,0.83732367,1.0,0.4940212579872451,767,1216,767
Macrophages proliferating,Stem cells,APOE,SORL1,0.52435404,0.0,0.16272284,1.3443649,1.2245502,0.0075121834,0.8847463,0.039502323917205,0.4940293866015413,127,2790,127
Macrophages FOLR2,Plasma cell cycling,ICAM1,CAV1,0.2821008,0.0,0.052375533,1.0340528,0.6213438,0.014302066,0.81326413,0.039502323917205,0.4940340261438152,6473,72,72
Monocytes inflammatory,Neutrophils,PLAU,PLAUR,0.47043326,0.001,0.07315949,1.5546219,0.6418015,0.011596578,0.8373256,0.0413719275160861,0.4940445524526695,50,5,5
ILC3,Th naive,GNAI2,S1PR4,0.3011957,0.01,0.05237473,0.45065457,0.26668525,0.001700772,0.81326306,0.862595817832379,0.4940573212112934,23,1182,23
Stem cells,NK cells,VEGFA,CD44,0.25768915,0.0,0.06633053,0.34082863,0.11835036,0.0014864072,0.830541,0.5660422742671809,0.4940573212112934,2790,163,163
Paneth cells,B cell naive,MIF,CD44_CD74,0.5243407,0.0,0.24787939,0.33638886,0.2639873,0.0016037658,0.90453076,0.4799157574292517,0.494059029294615,5623,3019,3019
Macrophages IFN-activated,B cell memory,TNFSF10,CCR6,0.27048635,0.0,0.07316265,0.55179983,0.30850753,0.0034883167,0.8373285,0.0809576096607304,0.4940678476503478,818,5004,818
Tuft cells,B cell cycling,LGALS3BP,ITGB1,0.2709716,0.472,0.0523739,-0.02458229,-0.122291654,0.00068379333,0.8132618,1.0,0.4940806170110449,288,224,224
Goblet cells,B cell memory,LGALS9,CD44,0.5243385,0.0,0.2677121,0.63966566,0.51735914,0.0025176567,0.9078028,0.1521924200745688,0.4940886726358179,9555,5004,5004
Macrophages FOLR2,Monocytes inflammatory,AGTRAP,RACK1,0.4463192,1.0,0.073163696,-0.34650317,-0.75139344,0.00049280556,0.83732945,1.0,0.4940911435802926,6473,50,50
Colonocytes DUOX2,Tc naive,LAMA3,CD44,0.27060658,0.0,0.07316421,0.6790702,0.27203196,0.0063185026,0.8373299,0.0754038377186913,0.4941144402425141,4757,406,406
ILC3,Stem cells,CCL5,SDC4,0.5243322,0.013,0.19272017,0.51154035,0.4836261,0.005594005,0.8930958,0.7511651056748924,0.4941183166251268,23,2790,23
Paneth cells,Tc,LGALS9,CD44,0.2576653,0.0,0.059917387,0.0421926,-0.015390262,0.0005634837,0.82326466,1.0,0.494127210807413,5623,6712,5623
Goblet cells,Neutrophils,TIMP2,CD44,0.3523207,0.072,0.07316518,0.3252217,0.17964187,0.0012440373,0.8373309,1.0,0.494137737637024,9555,5,5
Monocytes,Monocytes,CXCL10,TLR4,0.25766346,0.0,0.06323342,1.4090679,0.9344088,0.019693248,0.8271494,0.0051334701045821,0.4941505088040522,767,767,767
Macrophages proliferating,Colonocytes DUOX2,TNF,TRADD,0.30717924,0.0,0.0731676,0.88029146,0.6966502,0.0053073433,0.83733314,0.039502323917205,0.4941610357638335,127,4757,127
Macrophages proliferating,Neutrophils,SERPING1,LRP1,0.25819498,0.002,0.05236873,1.2415763,0.42773032,0.013581747,0.81325436,0.1900347607120848,0.4941738075330104,127,5,5
Colonocytes BEST4,cDC2,GRN,TNFRSF1A,0.5243216,0.0,0.17141925,0.5426954,0.44043314,0.0022760604,0.88737434,0.204772736423932,0.4941776065479714,338,203,203
Colonocytes,Goblet cells,CD99,CD81,0.30720997,1.0,0.07317092,-0.15106803,-0.19279364,0.0003332755,0.8373362,1.0,0.4941843346229556,12656,9555,9555
Enterocytes,Th effector,HLA-B,KLRD1,0.67808634,1.0,0.15676959,-0.16019042,-0.23737119,0.0012668342,0.88283235,1.0,0.4942072524814607,17919,1258,1258
Macrophages FOLR2,Th effector,CD14,ITGB2,0.52431744,0.0,0.19799541,1.3915386,0.99686503,0.0043878104,0.8943781,0.039502323917205,0.4942072524814607,6473,1258,1258
TA cells,Tfh,COPA,CD74,0.28696987,1.0,0.0731717,-0.2616559,-1.2200315,0.00023390581,0.8373369,1.0,0.4942076342143998,5824,1216,1216
Macrophages IFN-activated,Colonocytes DUOX2,TNF,TNFRSF1A,0.28949538,0.0,0.052366335,0.61657655,0.4400416,0.002748587,0.81325084,0.1170290176968076,0.4942204071879306,818,4757,818
B cell germinal center,Paneth cells,LGALS1,ITGB1,0.25765228,1.0,0.06611799,-0.050820593,-0.23897743,0.00042488132,0.830315,1.0,0.4942204071879306,1063,5623,1063
TA cells,Th memory,GRN,TNFRSF1B,0.36407006,0.0,0.07317277,0.33598965,0.2144908,0.0010021086,0.8373379,1.0,0.4942309345381795,5824,8461,5824
Tuft cells,Tc,ZG16B,CXCR4,0.60224855,0.0,0.15676863,0.6624341,0.59452844,0.004404274,0.88283205,0.039502323917205,0.4942368990629645,288,6712,288
Tuft cells,TA cells,PRSS3,PARD3,0.30681455,0.0,0.052365925,0.448291,0.42836708,0.011998563,0.81325024,0.1740616598263022,0.4942437081139154,288,5824,288
Plasma cell cycling,cDC2,HLA-F,LILRB1,0.25764436,0.01,0.055024922,0.37886468,0.15736715,0.0017197666,0.81698227,0.862595817832379,0.4942437081139154,72,203,72
Goblet cells,Th effector,MIF,TNFRSF14,0.28834397,0.88,0.07317409,-0.025209527,-0.041657418,0.0008146839,0.83733916,1.0,0.4942542355943049,9555,1258,1258
Th effector,B cell memory,LGALS1,CD69,0.5242591,0.0,0.16515097,0.18781948,-0.046934128,0.00055711943,0.88549936,1.0,0.4942665462924592,1258,5004,1258
TA cells,Macrophages IFN-activated,HSPA1A,TLR4,0.29477185,1.0,0.07317452,0.5452825,-0.6184915,0.002728596,0.8373395,1.0,0.494277537382788,5824,818,818
Colonocytes BEST4,Stem cells,TNFSF10,RIPK1,0.31023976,0.0,0.052364957,0.50969476,0.3570203,0.0042802,0.8132489,0.1116538514097397,0.4942786608760801,338,2790,338
T cells proliferating,cDC2,LGALS9,PTPRC,0.4123907,0.013,0.05236496,0.093532994,0.14138961,0.00026152664,0.8132489,1.0,0.4942786608760801,40,203,40
B cell germinal center,Paneth cells,ARF6,SMAP1,0.25762758,0.0,0.06255933,0.090919614,0.049172685,0.0010892588,0.82638186,1.0,0.494290312162991,1063,5623,1063
Neutrophils,Tc,CD59,CD2,0.6347278,0.006,0.15676579,0.5422393,0.36155352,0.0014631824,0.8828311,0.805550567791951,0.4942961941699219,5,6712,5
Capillary endothelial cells,Tc,CD48,CD2,0.6347278,0.015,0.15676579,0.4678681,0.28271517,0.00068634894,0.8828311,1.0,0.4942961941699219,5,6712,5
Monocytes,Tuft cells,CD14,ITGB1,0.5242541,0.0,0.24983978,1.16744,0.8737676,0.006042094,0.90487033,0.039502323917205,0.4942961941699219,767,288,288
Neutrophils,Tc,CD58,CD2,0.6347278,0.0,0.15676579,0.7926151,0.6302775,0.0037018703,0.8828311,0.0428140627996465,0.4942961941699219,5,6712,5
Neutrophils,Macrophages proliferating,TGFB1,ITGB5,0.27637905,0.027,0.073175415,0.96835285,0.38570142,0.006955062,0.83734035,0.2568308943539238,0.4943008399036399,5,127,5
Colonocytes BEST4,Macrophages IFN-activated,LGALS9,SLC1A5,0.25761202,0.0,0.06115189,0.28966975,0.21630159,0.0021855847,0.82474345,0.5124355123776243,0.4943136152861049,338,818,338
B cell naive,Neutrophils,CD47,SIRPA,0.27638286,0.008,0.073177084,0.68650746,0.2485945,0.0028803486,0.8373419,0.7094635843447875,0.4943357950581358,3019,5,5
Neutrophils,B cell naive,SIRPA,CD47,0.27638286,0.008,0.073177084,0.68650746,0.2485945,0.0028803486,0.8373419,0.7094635843447875,0.4943357950581358,5,3019,5
Macrophages FOLR2,Macrophages immature,ADAM10,AXL,0.2576104,0.0,0.053932913,0.87760156,0.42778808,0.0054714037,0.8154789,0.039502323917205,0.4943369191416189,6473,551,551
NK cells,T cells proliferating,GZMA,F2R,0.6504624,0.0,0.1567623,1.3742391,1.2140217,0.02711807,0.88282996,0.005982863445186,0.4943554918686592,163,40,40
Monocytes,Colonocytes,HMGB1,SDC1,0.5242424,1.0,0.15825352,-0.14333263,-0.39962977,0.0012083547,0.8833188,1.0,0.4943554918686592,767,12656,767
Macrophages IFN-activated,TA cells,CD99,CD81,0.25760013,1.0,0.066160105,-0.22364229,-0.30745727,0.00030134295,0.8303599,1.0,0.4943602237295436,818,5824,818
Goblet cells,TA cells,CDH1,LRP5,0.32274854,0.0,0.052363455,0.58815914,0.42491424,0.013015967,0.81324667,0.0615104426211024,0.4943602237295436,9555,5824,5824
B cell memory,Macrophages IFN-activated,MIF,TNFRSF14,0.34700665,0.0,0.07318805,0.2357191,0.040287822,0.0008148393,0.83735216,1.0,0.494370751860526,5004,818,818
B cell naive,Th effector,HLA-C,CD8B,0.63587224,1.0,0.15676025,-0.15188944,-0.45997158,0.00089239294,0.8828293,1.0,0.494385141689888,3019,1258,1258
Colonocytes BEST4,Colonocytes,LGALS3BP,ITGB1,0.5242247,0.0,0.19063495,0.43172652,0.36019298,0.0024889288,0.8925753,0.1962169375487064,0.494385141689888,338,12656,338
B cell germinal center,TA cells,CALM3,AQP1,0.2808888,0.0,0.073188625,0.3715377,0.11285013,0.0047721425,0.8373527,0.4157962199586608,0.4943940573109698,1063,5824,1063
Monocytes inflammatory,Macrophages proliferating,INHBA,ENG,0.2575841,0.0,0.06233853,2.740495,0.80361897,0.08243004,0.8261281,0.0025633517415798,0.4944068351026722,50,127,50
B cell germinal center,Macrophages LYVE1,GNAI2,C5AR1,0.52421945,0.0,0.21060042,1.3784986,0.6307011,0.0038172482,0.89725804,0.039502323917205,0.4944147921589928,1063,48,48
cDC2,Macrophages IFN-activated,APOE,ABCA1,0.27699754,0.0,0.07318946,0.9911704,0.58559716,0.007040825,0.83735347,0.039502323917205,0.4944173634938401,203,818,203
Th memory,Monocytes inflammatory,GNAI2,ADCY7,0.25758135,0.0,0.052753463,0.5287121,0.16822073,0.001967457,0.8138095,0.2999973620174533,0.4944301418878993,8461,50,50
TA cells,Stem cells,CALR,ITGAV,0.47848216,0.0,0.07318948,0.19605722,0.114453286,0.0015725329,0.83735347,0.8921860648046602,0.4944406704091488,5824,2790,2790
Paneth cells,Stem cells,HLA-C,CD8B,0.61415887,1.0,0.1567274,-0.16827372,-0.39202192,0.000892206,0.88281846,1.0,0.4944444432759505,5623,2790,2790
TA cells,Enterocytes,PLA2G2A,ITGB1,0.5242131,0.0,0.19101267,0.3704535,0.29584545,0.0029812327,0.8926702,0.300550871656487,0.4944444432759505,5824,17919,5824
Tc,NK cells,ICAM3,ITGAL,0.2575799,0.0,0.061627597,0.35784718,0.12320107,0.00247642,0.8253028,0.3756740019640394,0.4944534494055834,6712,163,163
Colonocytes DUOX2,Monocytes,RARRES2,CCRL2,0.27063668,0.0,0.073189616,1.0047762,0.45894012,0.018580552,0.8373536,0.039502323917205,0.4944639780569069,4757,767,767
Macrophages IFN-activated,Stem cells,LGALS3BP,ITGB1,0.524194,0.0,0.20704368,0.5938184,0.41122985,0.002703161,0.8964703,0.1233448393998691,0.4944740950407381,818,2790,818
NK cells,Macrophages FOLR2,ARPC5,LDLR,0.25757003,0.536,0.058635604,0.07027907,0.0055457726,0.0008424303,0.82168597,1.0,0.4944767576557359,163,6473,163
Plasma cell,Th naive,MDK,NCL,0.32108277,1.0,0.07319002,-0.18505067,-0.49075145,0.00042870422,0.83735394,1.0,0.4944872864371264,21820,1182,1182
B cell memory,Macrophages LYVE1,TGFB1,CXCR4,0.52417266,0.0,0.20392126,0.48919153,0.35885164,0.0015436993,0.895763,0.521736683032411,0.4945037474533327,5004,48,48
Stem cells,Macrophages FOLR2,VEGFA,ITGAV,0.27057642,0.0,0.073192805,0.95626664,0.46013826,0.010965138,0.83735657,0.039502323917205,0.4945105955498186,2790,6473,2790
Macrophages immature,TA cells,CD1D,CEACAM5,0.25756177,0.0,0.05819369,0.4167607,-0.059718385,0.0034875816,0.8211311,1.0,0.4945233763534938,551,5824,551
Goblet cells,Monocytes,GNAI2,FPR1,0.29576442,0.0,0.052355286,2.9075599,0.32415602,0.00233328,0.8132348,0.148677982490427,0.4945233763534938,9555,767,767
Capillary endothelial cells,Colonocytes,S100A10,CFTR,0.34325644,0.838,0.073193654,-0.07627426,-0.77468294,0.0016095086,0.83735734,1.0,0.4945339053949951,5,12656,5
Enterocytes,Th effector,LAMB3,CD44,0.3077811,0.0,0.052355137,0.33054644,0.22992441,0.0027083235,0.81323457,0.3937643853178514,0.4945466868011214,17919,1258,1258
cDC2,ILC3,CXCL12,CXCR3,0.1096119,0.001,0.012012296,0.3885167,0.15245382,0.0045002294,0.6759249,0.6623585211228162,0.494547059265216,203,23,23
Colonocytes,Macrophages proliferating,LGALS9,LRP1,0.27442005,0.0,0.07319528,0.5934466,0.3467384,0.004606879,0.8373589,0.0588986146676275,0.4945572159726674,12656,127,127
Macrophages proliferating,Plasma cell cycling,TNFSF13B,TNFRSF13B,0.5241568,0.0,0.26183382,1.5097378,0.8572919,0.02688067,0.9068695,0.0088685423279134,0.4945630542218506,127,72,72
Macrophages IFN-activated,B cell cycling,LTB,CD40,0.27242017,0.006,0.07319644,0.3596594,-0.056876928,0.0007785041,0.83735996,1.0,0.4945805272828465,818,224,224
Macrophages IFN-activated,B cell naive,CXCL14,CXCR4,0.788851,0.0,0.15670164,1.1556072,0.8781397,0.0072565265,0.88280994,0.039502323917205,0.4945927085777277,818,3019,818
Th naive,Macrophages immature,HMGB1,CXCR4,0.52413213,1.0,0.22975959,-0.2297519,-0.657196,0.00030843978,0.90120256,1.0,0.4945927085777277,1182,551,551
Macrophages immature,B cell germinal center,TIMP1,CD63,0.27858406,1.0,0.052353118,-0.25260332,-0.7006235,0.00017277354,0.8132317,1.0,0.4945933098939326,551,1063,551
Macrophages proliferating,cDC2,LRPAP1,SORL1,0.37387836,0.0,0.07319963,0.4730825,0.40673956,0.0018684582,0.8373629,0.3413920061461361,0.4946038393255445,127,203,127
Treg,ILC3,ADAM10,NOTCH2,0.11063264,0.013,0.012013509,0.27088404,0.1050048,0.0015258269,0.675936,0.8939443576331597,0.4946158192372394,449,23,23
Th effector,NK cells,CD99,PILRB,0.31652293,0.0,0.05234968,0.15659234,0.039541095,0.0016455541,0.81322664,1.0,0.4946166225391386,1258,163,163
Tc naive,Th memory,HLA-A,CD8A,0.8321934,0.853,0.15668993,-0.037252933,-0.32371205,0.00073358626,0.88280606,1.0,0.49462236358132,406,8461,406
T cells proliferating,Tc,CXCL14,CXCR4,0.5626818,0.0,0.07319973,0.70946884,0.5731602,0.003389727,0.837363,0.0581909924835093,0.4946271521007724,40,6712,40
Stem cells,Macrophages proliferating,IL15RA,AXL,0.4625692,0.0,0.07320068,2.0248,0.8204137,0.018985368,0.8373639,0.0115800118327213,0.4946504656085428,2790,127,127
Colonocytes DUOX2,Colonocytes DUOX2,PSAP,LRP1,0.5241237,0.0,0.1796018,0.7059768,0.3545072,0.0043956474,0.8896835,0.039502323917205,0.4946520192326039,4757,4757,4757
Monocytes inflammatory,cDC2,TNFSF13B,CD40,0.2733602,0.0,0.05234712,0.66528815,0.35693827,0.0018323957,0.813223,0.3570422888727531,0.4946632500272098,50,203,50
Th17,Goblet cells,TGFB1,LPP,0.27061027,0.0,0.073201515,0.30261996,0.19780216,0.0017434576,0.8373647,0.4714857361124046,0.4946737798488663,3171,9555,3171
Macrophages LYVE1,Macrophages IFN-activated,HLA-DMA,CD4,0.52410436,0.0,0.27289227,1.2148378,0.7010212,0.0038330392,0.9086017,0.039502323917205,0.4946816755315568,48,818,48
Tc effector,Colonocytes,SEMA4D,PLXNB2,0.10973978,0.0,0.012014242,0.12669384,0.06696935,0.0013108023,0.6759426,1.0,0.4946845779512129,13119,12656,12656
Stem cells,NK cells,GRN,TNFRSF1B,0.37692356,0.0,0.07320317,0.3507594,0.20867321,0.0010025247,0.8373662,1.0,0.4946970948217547,2790,163,163
ILC3,Th memory,HLA-F,CD8A,0.3113699,0.035,0.052346487,0.1892313,0.13375475,0.0012421375,0.81322205,1.0,0.49470988044557,23,8461,23
NK cells,B cell germinal center,ICAM3,ITGAL,0.25751895,0.0,0.06003874,0.34331745,0.1311335,0.002412574,0.8234119,0.3610658976346287,0.49470988044557,163,1063,163
Th17,Macrophages proliferating,IL16,CD4,0.5240944,0.0,0.17391595,1.716674,0.84319794,0.006668134,0.8880949,0.039502323917205,0.4947113324781553,3171,127,127
Macrophages proliferating,Monocytes inflammatory,CD99,PILRA,0.3474288,0.0,0.07320414,0.60329914,0.25356063,0.0030047344,0.8373671,0.0922433920947684,0.494720410527219,127,50,50
B cell memory,Th17,GRN,TNFRSF1B,0.25904918,0.0,0.052345037,0.17874767,0.0056756586,0.0007168706,0.8132199,1.0,0.4947331967536371,5004,3171,3171
Macrophages proliferating,Tfh,TNFSF10,CCR6,0.25751877,0.0,0.05283775,0.3755046,0.21847087,0.0025192471,0.81393045,0.2908392306004742,0.4947331967536371,127,1216,127
Tuft cells,Macrophages IFN-activated,LGALS3,ENG,0.52409065,0.385,0.20122555,0.65990716,-0.4280836,0.0042075943,0.89514005,1.0,0.4947409900723768,288,818,288
Monocytes,Colonocytes DUOX2,GNAI2,EGFR,0.5664997,0.0,0.1566649,1.1425303,0.7756561,0.0127487695,0.88279784,0.0223765387470211,0.4947409900723768,767,4757,767
Th memory,Th memory,PKM,CD44,0.29778513,1.0,0.073204964,-0.032660842,-0.22844473,0.00031743463,0.8373679,1.0,0.4947437269652713,8461,8461,8461
Stem cells,Plasma cell,ARF6,SMAP1,0.34706756,0.0,0.073213585,0.30069542,0.20353374,0.0012747665,0.8373759,0.7607814317214129,0.4947670441359225,2790,21820,2790
Tc,Macrophages LYVE1,TGFB1,CXCR4,0.5240898,0.0,0.20379028,0.48897886,0.35835958,0.0015427079,0.89573294,0.5224550605051989,0.4947706483141979,6712,48,48
Enterocytes,Colonocytes DUOX2,GUCA2B,GUCY2C,0.25751376,0.0,0.06024831,0.4693253,0.4347944,0.008111401,0.8236651,0.1495147080486641,0.4947798315676033,17919,4757,4757
Capillary endothelial cells,Colonocytes,CD99,CD81,0.11264785,1.0,0.012014494,-0.48514926,-0.65362525,5.4723056e-05,0.675945,1.0,0.4947877136633548,5,12656,5
Capillary endothelial cells,Colonocytes,C3,CD81,0.11264785,1.0,0.012014494,0.9519429,-0.1796347,0.0024286497,0.675945,1.0,0.4947877136633548,5,12656,5
Tc,Macrophages IFN-activated,TNFSF13B,CD40,0.34421447,0.0,0.07321539,1.0235119,0.6189133,0.0025628833,0.83737755,0.144413799081291,0.4947903620391851,6712,818,818
Macrophages proliferating,Monocytes inflammatory,ANXA1,FPR1,0.6901861,0.0,0.15665753,1.493104,0.86250776,0.0069370074,0.8827954,0.039502323917205,0.4948003072035956,127,50,50
Goblet cells,Macrophages proliferating,LGALS9,CD44,0.52408487,0.0,0.26748922,0.6391396,0.5700237,0.0025155607,0.90776795,0.1527155810364443,0.4948003072035956,9555,127,127
Colonocytes BEST4,Paneth cells,P4HB,MTTP,0.29910147,0.981,0.05234083,-0.06599869,-0.24622278,0.002282779,0.8132138,1.0,0.494803150073525,338,5623,338
Tuft cells,Macrophages proliferating,SERPINA1,LRP1,0.25751212,0.0,0.06546926,0.45135924,-0.06907578,0.0049853623,0.8296193,0.98858666432478,0.494803150073525,288,127,127
Macrophages proliferating,B cell naive,TNFSF13B,TNFRSF13B,0.37628257,0.0,0.0732162,0.9896149,0.5696175,0.007516601,0.8373783,0.039502323917205,0.4948136806750695,127,3019,127
cDC2,Stem cells,S100A4,ERBB2,0.52407426,0.0,0.23255967,0.7329483,0.8981612,0.0073360763,0.90174055,0.039502323917205,0.4948299667405473,203,2790,203
B cell memory,Th memory,HLA-C,CD8A,0.8319851,0.003,0.1566482,0.009517522,-0.22294815,0.0008164366,0.8827923,1.0,0.4948299667405473,5004,8461,5004
Macrophages IFN-activated,Stem cells,MMP9,LRP1,0.38217145,0.0,0.073217414,2.132841,1.0947827,0.014684994,0.83737946,0.0033276724604772,0.4948370000435882,818,2790,818
Enterocytes,NK cells,GNAS,PTGDR,0.2868982,1.0,0.05233839,0.040252298,-0.3485607,0.0021903529,0.8132103,1.0,0.4948497892833043,17919,163,163
Neutrophils,Th effector,HLA-C,CD8B,0.63544846,0.791,0.15664302,-0.15232548,-0.5264671,0.0008917256,0.88279057,1.0,0.4948596269250297,5,1258,5
Macrophages IFN-activated,Macrophages IFN-activated,CD99,CD81,0.52403045,0.0,0.19593245,0.2758653,0.40994596,0.00089242397,0.8938824,1.0,0.4948596269250297,818,818,818
Plasma cell cycling,Monocytes inflammatory,TIMP2,CD44,0.44287425,0.0,0.07321767,0.5011178,0.61617833,0.0012449297,0.8373797,0.7858896176573362,0.494860320144752,72,50,50
Colonocytes BEST4,Neutrophils,CIRBP,TREM1,0.25807938,0.982,0.052336678,1.2431452,-0.08534065,0.004068152,0.8132078,1.0,0.4948731099871847,338,5,5
Enterocytes,Macrophages proliferating,BSG,SLC16A1,0.25749838,0.893,0.052513216,0.07728777,-0.1427137,0.0018748925,0.81346345,1.0,0.4948731099871847,17919,127,127
Tc naive,Macrophages LYVE1,GNAI2,C5AR1,0.27059713,0.0,0.07322275,0.8388183,0.19951446,0.0013272024,0.8373844,0.7053188842161486,0.4948836409785727,406,48,48
Macrophages proliferating,Plasma cell cycling,MMP9,CD44,0.5240224,0.0,0.24569629,1.4819965,0.8289628,0.007363135,0.9041481,0.039502323917205,0.4948892877570199,127,72,72
Paneth cells,Macrophages proliferating,EFNB2,EPHB2,0.10984072,0.0,0.01201514,0.22189468,0.108740665,0.0045408076,0.6759508,0.7761002753587878,0.4948908465449493,5623,127,127
Stem cells,Neutrophils,LAMB3,CD44,0.3343027,0.066,0.05233369,0.37395296,0.20736754,0.002707214,0.8132035,1.0,0.4948964314237407,2790,5,5
B cell germinal center,Th17,COL9A3,CD44,0.2709178,0.0,0.07322397,0.7677727,0.25277132,0.0059450897,0.83738554,0.0931685923559216,0.4949069625450618,1063,3171,1063
Th effector,cDC2,TNF,TNFRSF1B,0.25749326,0.0,0.06454209,0.78580177,0.5306754,0.0034941484,0.8286089,0.0525106772010151,0.4949197535929837,1258,203,203
cDC2,Th effector,GNAI2,CCR5,0.344558,0.0,0.052327942,0.64542425,0.4826122,0.002563731,0.81319517,0.1442426267895658,0.4949197535929837,203,1258,203
Monocytes inflammatory,Th memory,HLA-DMA,CD4,0.3140641,0.0,0.07322607,0.39236128,0.24220979,0.0010285319,0.8373875,1.0,0.4949302848442303,50,8461,50
T cells proliferating,Monocytes inflammatory,GZMB,IGF2R,0.312922,0.0,0.052326936,1.4515013,0.8288254,0.01214516,0.8131937,0.0109257337461019,0.4949430764949259,40,50,40
Treg,B cell germinal center,TGFB1,ITGB1,0.2574927,0.0,0.065948375,0.18118,0.08138223,0.0010776856,0.83013403,1.0,0.4949430764949259,449,1063,449
cDC2,T cells proliferating,TOR2A,ATP5F1B,0.39722732,0.425,0.07322663,0.10496734,-0.14313915,0.0014141666,0.83738804,1.0,0.4949536078760906,203,40,40
Colonocytes DUOX2,Enterocytes,PRSS1,F2RL1,0.11618918,0.0,0.012016586,0.54303426,0.26560366,0.024513323,0.675964,0.0866958150731842,0.4949596002268387,4757,17919,4757
Macrophages IFN-activated,Colonocytes BEST4,CALM1,PTPRA,0.3720597,1.0,0.052324325,-0.35899332,-0.44510913,0.0002880747,0.8131899,1.0,0.4949664001295781,818,338,338
Colonocytes DUOX2,Colonocytes DUOX2,EFNB2,EPHB2,0.27713948,0.0,0.07323015,0.9605882,0.48110625,0.027675416,0.8373913,0.039502323917205,0.4949769316406539,4757,4757,4757
Macrophages immature,B cell memory,ADAM10,CD44,0.3475887,0.0,0.05232417,0.34091115,0.2747297,0.0011431619,0.8131896,0.9201109212688432,0.4949897244969525,551,5004,551
ILC3,Neutrophils,HLA-E,CD8B,0.6341852,0.155,0.15661535,0.16487588,0.08335796,0.0013286287,0.88278145,1.0,0.4949931057677755,23,5,5
Macrophages IFN-activated,Goblet cells,MMP9,EPHB2,0.3821839,0.0,0.073233664,2.0792947,1.0909265,0.015931986,0.8373946,0.0022576841373791,0.4950002561379316,818,9555,818
